FullDate,Day,Month,Year,DateID
2009-11-02 09:56:45,2,11,2009,90
2009-11-02 09:56:53,2,11,2009,91
2009-11-02 10:02:55,2,11,2009,92
2009-11-02 10:03:17,2,11,2009,93
2009-11-02 10:03:19,2,11,2009,94
2009-11-02 10:03:38,2,11,2009,95
2009-11-02 10:10:54,2,11,2009,96
2009-11-02 10:10:56,2,11,2009,97
2009-11-02 10:11:07,2,11,2009,98
2009-11-02 10:11:08,2,11,2009,99
2009-11-02 10:11:26,2,11,2009,100
2009-11-02 11:38:06,2,11,2009,101
2009-11-02 11:38:07,2,11,2009,102
2009-11-02 11:38:29,2,11,2009,103
2009-11-02 11:38:30,2,11,2009,104
2009-11-02 11:38:46,2,11,2009,105
2009-11-02 11:38:57,2,11,2009,106
2009-11-02 11:39:02,2,11,2009,107
2009-11-02 11:39:14,2,11,2009,108
2009-11-02 11:39:16,2,11,2009,109
2009-11-02 11:39:18,2,11,2009,110
2009-11-02 11:39:27,2,11,2009,111
2009-11-02 11:39:37,2,11,2009,112
2009-11-02 11:40:02,2,11,2009,113
2009-11-02 11:40:10,2,11,2009,114
2009-11-02 11:40:28,2,11,2009,115
2009-11-02 11:40:31,2,11,2009,116
2009-11-02 11:40:32,2,11,2009,117
2009-11-02 11:40:39,2,11,2009,118
2009-11-02 11:40:40,2,11,2009,119
2009-11-02 11:40:48,2,11,2009,120
2009-11-02 11:40:52,2,11,2009,121
2009-11-02 11:41:16,2,11,2009,122
2009-11-02 11:52:32,2,11,2009,123
2009-11-02 11:52:42,2,11,2009,124
2009-11-02 11:52:44,2,11,2009,125
2009-11-02 11:52:46,2,11,2009,126
2009-11-02 11:53:02,2,11,2009,127
2009-11-02 11:53:59,2,11,2009,128
2009-11-02 11:54:00,2,11,2009,129
2009-11-02 11:54:11,2,11,2009,130
2009-11-02 11:54:12,2,11,2009,131
2009-11-02 11:54:14,2,11,2009,132
2009-11-02 11:54:39,2,11,2009,133
2009-11-02 11:54:40,2,11,2009,134
2009-11-02 11:54:41,2,11,2009,135
2009-11-02 11:54:50,2,11,2009,136
2009-11-02 11:55:12,2,11,2009,137
2009-11-02 11:55:42,2,11,2009,138
2009-11-02 11:55:55,2,11,2009,139
2009-11-02 11:55:56,2,11,2009,140
2009-11-02 11:56:13,2,11,2009,141
2009-11-02 12:01:22,2,11,2009,142
2009-11-02 12:01:31,2,11,2009,143
2009-11-02 12:01:32,2,11,2009,144
2009-11-02 12:01:33,2,11,2009,145
2009-11-02 12:01:53,2,11,2009,146
2009-11-02 12:02:02,2,11,2009,147
2009-11-02 12:02:05,2,11,2009,148
2009-11-02 12:02:18,2,11,2009,149
2009-11-02 12:02:26,2,11,2009,150
2009-11-02 12:02:30,2,11,2009,151
2009-11-02 12:03:18,2,11,2009,152
2009-11-02 12:03:58,2,11,2009,153
2009-11-02 12:03:59,2,11,2009,154
2009-11-02 12:04:10,2,11,2009,155
2009-11-02 12:04:42,2,11,2009,156
2009-11-02 12:09:34,2,11,2009,157
2009-11-02 12:09:35,2,11,2009,158
2009-11-02 12:09:37,2,11,2009,159
2009-11-02 12:09:49,2,11,2009,160
2009-11-02 12:09:50,2,11,2009,161
2009-11-02 12:09:51,2,11,2009,162
2009-11-02 12:09:53,2,11,2009,163
2009-11-02 12:09:59,2,11,2009,164
2009-11-02 12:10:10,2,11,2009,165
2009-11-02 12:10:11,2,11,2009,166
2009-11-02 12:10:12,2,11,2009,167
2009-11-02 12:10:13,2,11,2009,168
2009-11-02 12:10:14,2,11,2009,169
2009-11-02 12:12:19,2,11,2009,170
2009-11-02 12:12:20,2,11,2009,171
2009-11-02 12:12:22,2,11,2009,172
2009-11-02 12:12:23,2,11,2009,173
2009-11-02 12:12:24,2,11,2009,174
2009-11-02 12:12:25,2,11,2009,175
2009-11-02 12:12:26,2,11,2009,176
2009-11-02 12:13:14,2,11,2009,177
2009-11-02 12:13:20,2,11,2009,178
2009-11-02 12:13:21,2,11,2009,179
2009-11-02 12:13:22,2,11,2009,180
2009-11-02 12:13:23,2,11,2009,181
2009-11-02 12:13:24,2,11,2009,182
2009-11-02 12:13:26,2,11,2009,183
2009-11-02 12:13:27,2,11,2009,184
2009-11-02 12:13:28,2,11,2009,185
2009-11-02 12:13:29,2,11,2009,186
2009-11-02 12:13:30,2,11,2009,187
2009-11-02 12:14:43,2,11,2009,188
2009-11-02 12:14:44,2,11,2009,189
2009-11-02 12:14:45,2,11,2009,190
2009-11-02 12:14:46,2,11,2009,191
2009-11-02 12:14:47,2,11,2009,192
2009-11-02 12:14:48,2,11,2009,193
2009-11-02 12:14:49,2,11,2009,194
2009-11-02 12:14:50,2,11,2009,195
2009-11-02 12:14:52,2,11,2009,196
2009-11-02 12:14:53,2,11,2009,197
2009-11-02 12:14:54,2,11,2009,198
2009-11-02 12:17:17,2,11,2009,199
2009-11-02 12:17:18,2,11,2009,200
2009-11-02 12:17:19,2,11,2009,201
2009-11-02 12:17:20,2,11,2009,202
2009-11-02 12:17:21,2,11,2009,203
2009-11-02 12:17:22,2,11,2009,204
2009-11-02 12:17:23,2,11,2009,205
2009-11-02 12:17:24,2,11,2009,206
2009-11-02 12:17:25,2,11,2009,207
2009-11-02 12:17:26,2,11,2009,208
2009-11-02 12:17:27,2,11,2009,209
2009-11-02 12:17:28,2,11,2009,210
2009-11-02 12:18:49,2,11,2009,211
2009-11-02 12:18:50,2,11,2009,212
2009-11-02 12:18:51,2,11,2009,213
2009-11-02 12:18:52,2,11,2009,214
2009-11-02 12:18:53,2,11,2009,215
2009-11-02 12:18:54,2,11,2009,216
2009-11-02 12:18:55,2,11,2009,217
2009-11-02 12:18:56,2,11,2009,218
2009-11-02 12:18:57,2,11,2009,219
2009-11-02 12:18:58,2,11,2009,220
2009-11-02 12:18:59,2,11,2009,221
2009-11-02 12:19:00,2,11,2009,222
2009-11-02 12:19:02,2,11,2009,223
2009-11-02 12:20:23,2,11,2009,224
2009-11-02 12:20:24,2,11,2009,225
2009-11-02 12:20:25,2,11,2009,226
2009-11-02 12:20:26,2,11,2009,227
2009-11-02 12:20:27,2,11,2009,228
2009-11-02 12:20:28,2,11,2009,229
2009-11-02 12:20:29,2,11,2009,230
2009-11-02 12:20:30,2,11,2009,231
2009-11-02 12:20:31,2,11,2009,232
2009-11-02 12:20:32,2,11,2009,233
2009-11-02 12:20:33,2,11,2009,234
2009-11-02 12:20:34,2,11,2009,235
2009-11-02 12:21:26,2,11,2009,236
2009-11-02 12:21:27,2,11,2009,237
2009-11-02 12:21:33,2,11,2009,238
2009-11-02 12:21:34,2,11,2009,239
2009-11-02 12:21:37,2,11,2009,240
2009-11-02 12:21:38,2,11,2009,241
2009-11-02 12:21:39,2,11,2009,242
2009-11-02 12:21:42,2,11,2009,243
2009-11-02 12:21:43,2,11,2009,244
2009-11-02 12:21:44,2,11,2009,245
2009-11-02 12:21:45,2,11,2009,246
2009-11-02 12:21:47,2,11,2009,247
2009-11-02 12:21:48,2,11,2009,248
2009-11-02 12:21:49,2,11,2009,249
2009-11-02 12:21:50,2,11,2009,250
2009-11-02 12:21:52,2,11,2009,251
2009-11-02 12:21:54,2,11,2009,252
2009-11-02 12:21:55,2,11,2009,253
2009-11-02 12:21:57,2,11,2009,254
2009-11-02 12:21:58,2,11,2009,255
2009-11-02 12:22:00,2,11,2009,256
2009-11-02 12:22:20,2,11,2009,257
2009-11-02 12:23:10,2,11,2009,258
2009-11-02 12:23:13,2,11,2009,259
2009-11-02 12:23:19,2,11,2009,260
2009-11-02 12:23:21,2,11,2009,261
2009-11-02 12:23:32,2,11,2009,262
2009-11-02 12:23:36,2,11,2009,263
2009-11-02 12:23:37,2,11,2009,264
2009-11-02 14:00:35,2,11,2009,265
2009-11-02 14:00:36,2,11,2009,266
2009-11-02 14:00:48,2,11,2009,267
2009-11-02 14:00:49,2,11,2009,268
2009-11-02 14:00:50,2,11,2009,269
2009-11-02 14:01:08,2,11,2009,270
2009-11-02 14:02:58,2,11,2009,271
2009-11-02 14:03:17,2,11,2009,272
2009-11-02 14:03:23,2,11,2009,273
2009-11-02 14:03:29,2,11,2009,274
2009-11-02 14:03:31,2,11,2009,275
2009-11-02 14:03:33,2,11,2009,276
2009-11-02 14:03:36,2,11,2009,277
2009-11-02 14:03:56,2,11,2009,278
2009-11-02 14:03:58,2,11,2009,279
2009-11-02 14:04:00,2,11,2009,280
2009-11-02 14:04:13,2,11,2009,281
2009-11-02 14:04:33,2,11,2009,282
2009-11-02 14:04:38,2,11,2009,283
2009-11-02 14:05:34,2,11,2009,284
2009-11-02 14:07:36,2,11,2009,285
2009-11-02 14:07:37,2,11,2009,286
2009-11-02 14:09:30,2,11,2009,287
2009-11-02 14:09:36,2,11,2009,288
2009-11-02 14:09:46,2,11,2009,289
2009-11-02 14:09:51,2,11,2009,290
2009-11-02 14:09:53,2,11,2009,291
2009-11-02 14:09:58,2,11,2009,292
2009-11-02 14:10:02,2,11,2009,293
2009-11-02 14:10:05,2,11,2009,294
2009-11-02 14:10:07,2,11,2009,295
2009-11-02 14:10:09,2,11,2009,296
2009-11-02 14:10:11,2,11,2009,297
2009-11-02 14:10:14,2,11,2009,298
2009-11-02 14:10:17,2,11,2009,299
2009-11-02 14:10:19,2,11,2009,300
2009-11-02 14:10:21,2,11,2009,301
2009-11-02 14:10:23,2,11,2009,302
2009-11-02 14:11:45,2,11,2009,303
2009-11-02 14:11:46,2,11,2009,304
2009-11-02 14:12:00,2,11,2009,305
2009-11-02 14:12:01,2,11,2009,306
2009-11-02 14:12:03,2,11,2009,307
2009-11-02 14:12:06,2,11,2009,308
2009-11-02 14:12:19,2,11,2009,309
2009-11-02 14:13:45,2,11,2009,310
2009-11-02 14:13:46,2,11,2009,311
2009-11-02 14:13:48,2,11,2009,312
2009-11-02 14:13:51,2,11,2009,313
2009-11-02 14:13:54,2,11,2009,314
2009-11-02 14:13:57,2,11,2009,315
2009-11-02 14:13:59,2,11,2009,316
2009-11-02 14:14:01,2,11,2009,317
2009-11-02 14:24:46,2,11,2009,318
2009-11-02 14:25:14,2,11,2009,319
2009-11-02 14:25:15,2,11,2009,320
2009-11-02 14:25:44,2,11,2009,321
2009-11-02 14:25:48,2,11,2009,322
2009-11-02 14:26:55,2,11,2009,323
2009-11-02 14:27:01,2,11,2009,324
2009-11-02 14:27:02,2,11,2009,325
2009-11-02 14:27:06,2,11,2009,326
2009-11-02 14:27:14,2,11,2009,327
2009-11-02 14:27:18,2,11,2009,328
2009-11-02 14:27:20,2,11,2009,329
2009-11-02 14:27:22,2,11,2009,330
2009-11-02 14:27:29,2,11,2009,331
2009-11-02 14:27:37,2,11,2009,332
2009-11-02 14:29:46,2,11,2009,333
2009-11-02 14:29:47,2,11,2009,334
2009-11-02 14:30:14,2,11,2009,335
2009-11-02 14:30:24,2,11,2009,336
2009-11-02 14:30:32,2,11,2009,337
2009-11-02 14:32:56,2,11,2009,338
2009-11-02 15:17:56,2,11,2009,339
2009-11-02 15:17:57,2,11,2009,340
2009-11-02 15:17:59,2,11,2009,341
2009-11-02 15:18:07,2,11,2009,342
2009-11-02 15:18:08,2,11,2009,343
2009-11-02 15:18:09,2,11,2009,344
2009-11-02 15:18:11,2,11,2009,345
2009-11-02 15:18:45,2,11,2009,346
2009-11-02 15:18:47,2,11,2009,347
2009-11-02 15:18:48,2,11,2009,348
2009-11-02 15:20:31,2,11,2009,349
2009-11-02 15:20:32,2,11,2009,350
2009-11-02 15:20:33,2,11,2009,351
2009-11-02 15:20:47,2,11,2009,352
2009-11-02 15:54:17,2,11,2009,353
2009-11-02 15:54:18,2,11,2009,354
2009-11-02 15:54:19,2,11,2009,355
2009-11-02 15:54:25,2,11,2009,356
2009-11-02 15:54:27,2,11,2009,357
2009-11-02 15:54:28,2,11,2009,358
2009-11-02 15:58:35,2,11,2009,359
2009-11-02 15:58:38,2,11,2009,360
2009-11-02 15:58:50,2,11,2009,361
2009-11-02 15:58:51,2,11,2009,362
2009-11-02 15:58:52,2,11,2009,363
2009-11-02 15:58:54,2,11,2009,364
2009-11-02 16:05:09,2,11,2009,365
2009-11-02 16:05:10,2,11,2009,366
2009-11-02 16:05:11,2,11,2009,367
2009-11-02 16:05:12,2,11,2009,368
2009-11-02 16:05:24,2,11,2009,369
2009-11-02 16:05:25,2,11,2009,370
2009-11-02 16:05:26,2,11,2009,371
2009-11-02 16:05:40,2,11,2009,372
2009-11-02 16:05:41,2,11,2009,373
2009-11-02 16:05:55,2,11,2009,374
2009-11-02 16:05:56,2,11,2009,375
2009-11-02 16:05:57,2,11,2009,376
2009-11-02 16:06:00,2,11,2009,377
2009-11-02 16:20:48,2,11,2009,378
2009-11-02 16:20:49,2,11,2009,379
2009-11-02 16:21:15,2,11,2009,380
2009-11-02 16:21:17,2,11,2009,381
2009-11-02 16:21:18,2,11,2009,382
2009-11-02 16:33:25,2,11,2009,383
2009-11-02 16:33:27,2,11,2009,384
2009-11-02 16:33:28,2,11,2009,385
2009-11-02 16:33:39,2,11,2009,386
2009-11-02 16:33:40,2,11,2009,387
2009-11-02 16:33:52,2,11,2009,388
2009-11-02 16:33:56,2,11,2009,389
2009-11-02 16:34:01,2,11,2009,390
2009-11-02 16:34:03,2,11,2009,391
2009-11-02 16:34:12,2,11,2009,392
2009-11-02 16:34:13,2,11,2009,393
2009-11-02 16:34:14,2,11,2009,394
2009-11-02 16:34:34,2,11,2009,395
2009-11-02 16:34:35,2,11,2009,396
2009-11-02 16:34:44,2,11,2009,397
2009-11-02 16:34:45,2,11,2009,398
2009-11-02 16:34:46,2,11,2009,399
2009-11-02 16:35:18,2,11,2009,400
2009-11-02 16:35:21,2,11,2009,401
2009-11-02 16:35:34,2,11,2009,402
2009-11-02 16:35:36,2,11,2009,403
2009-11-02 16:36:04,2,11,2009,404
2009-11-02 16:36:09,2,11,2009,405
2009-11-02 16:36:11,2,11,2009,406
2009-11-02 16:36:12,2,11,2009,407
2009-11-02 16:36:13,2,11,2009,408
2009-11-02 16:36:14,2,11,2009,409
2009-11-02 16:36:15,2,11,2009,410
2009-11-02 16:36:40,2,11,2009,411
2009-11-02 16:50:27,2,11,2009,412
2009-11-02 16:50:42,2,11,2009,413
2009-11-02 16:50:49,2,11,2009,414
2009-11-02 16:50:50,2,11,2009,415
2009-11-02 16:50:51,2,11,2009,416
2009-11-02 16:50:53,2,11,2009,417
2009-11-02 16:50:54,2,11,2009,418
2009-11-02 16:50:55,2,11,2009,419
2009-11-02 16:50:59,2,11,2009,420
2009-11-02 16:51:00,2,11,2009,421
2009-11-02 16:51:06,2,11,2009,422
2009-11-02 16:51:10,2,11,2009,423
2009-11-02 16:51:12,2,11,2009,424
2009-11-02 16:51:18,2,11,2009,425
2009-11-02 16:51:20,2,11,2009,426
2009-11-02 16:54:44,2,11,2009,427
2009-11-02 16:54:46,2,11,2009,428
2009-11-02 16:54:51,2,11,2009,429
2009-11-02 16:54:52,2,11,2009,430
2009-11-02 16:54:54,2,11,2009,431
2009-11-02 16:55:19,2,11,2009,432
2009-11-02 16:55:20,2,11,2009,433
2009-11-02 16:55:21,2,11,2009,434
2009-11-02 16:55:22,2,11,2009,435
2009-11-02 16:55:23,2,11,2009,436
2009-11-02 16:55:26,2,11,2009,437
2009-11-02 16:55:31,2,11,2009,438
2009-11-02 16:55:33,2,11,2009,439
2009-11-02 16:55:38,2,11,2009,440
2009-11-02 16:55:39,2,11,2009,441
2009-11-02 16:55:44,2,11,2009,442
2009-11-02 16:55:47,2,11,2009,443
2009-11-02 16:56:10,2,11,2009,444
2009-11-02 16:56:11,2,11,2009,445
2009-11-02 17:03:04,2,11,2009,446
2009-11-02 17:07:16,2,11,2009,447
2009-11-02 17:07:20,2,11,2009,448
2009-11-02 17:07:24,2,11,2009,449
2009-11-02 17:07:27,2,11,2009,450
2009-11-02 17:07:28,2,11,2009,451
2009-11-02 19:07:52,2,11,2009,452
2009-11-02 19:07:53,2,11,2009,453
2009-11-02 19:07:55,2,11,2009,454
2009-11-02 19:08:01,2,11,2009,455
2009-11-02 19:08:02,2,11,2009,456
2009-11-02 19:08:03,2,11,2009,457
2009-11-02 19:08:05,2,11,2009,458
2009-11-02 19:08:14,2,11,2009,459
2009-11-02 19:08:15,2,11,2009,460
2009-11-02 19:08:16,2,11,2009,461
2009-11-02 19:08:20,2,11,2009,462
2009-11-02 19:49:51,2,11,2009,463
2009-11-02 19:49:52,2,11,2009,464
2009-11-02 19:49:53,2,11,2009,465
2009-11-02 19:50:01,2,11,2009,466
2009-11-02 19:50:02,2,11,2009,467
2009-11-02 19:50:03,2,11,2009,468
2009-11-02 19:50:14,2,11,2009,469
2009-11-02 19:50:16,2,11,2009,470
2009-11-02 19:50:17,2,11,2009,471
2009-11-02 19:50:28,2,11,2009,472
2009-11-02 19:50:41,2,11,2009,473
2009-11-02 19:50:42,2,11,2009,474
2009-11-02 19:50:43,2,11,2009,475
2009-11-02 19:50:44,2,11,2009,476
2009-11-02 19:50:45,2,11,2009,477
2009-11-02 19:50:46,2,11,2009,478
2009-11-02 19:50:47,2,11,2009,479
2009-11-02 19:50:48,2,11,2009,480
2009-11-02 19:50:49,2,11,2009,481
2009-11-02 19:50:50,2,11,2009,482
2009-11-02 19:50:51,2,11,2009,483
2009-11-02 19:51:01,2,11,2009,484
2009-11-02 19:51:05,2,11,2009,485
2009-11-02 19:51:07,2,11,2009,486
2009-11-02 19:51:09,2,11,2009,487
2009-11-02 19:51:15,2,11,2009,488
2009-11-02 19:51:22,2,11,2009,489
2009-11-02 19:51:23,2,11,2009,490
2009-11-02 19:51:38,2,11,2009,491
2009-11-02 19:51:41,2,11,2009,492
2009-11-02 19:51:43,2,11,2009,493
2009-11-02 19:51:47,2,11,2009,494
2009-11-02 19:51:49,2,11,2009,495
2009-11-02 19:51:51,2,11,2009,496
2009-11-02 19:51:54,2,11,2009,497
2009-11-02 19:51:56,2,11,2009,498
2009-11-02 19:51:57,2,11,2009,499
2009-11-02 19:51:59,2,11,2009,500
2009-11-02 19:52:01,2,11,2009,501
2009-11-02 19:52:02,2,11,2009,502
2009-11-02 19:52:04,2,11,2009,503
2009-11-02 19:52:15,2,11,2009,504
2009-11-02 19:52:49,2,11,2009,505
2009-11-02 19:58:04,2,11,2009,506
2009-11-02 19:58:08,2,11,2009,507
2009-11-02 19:58:09,2,11,2009,508
2009-11-02 19:58:15,2,11,2009,509
2009-11-02 19:58:16,2,11,2009,510
2009-11-02 19:58:28,2,11,2009,511
2009-11-02 19:58:29,2,11,2009,512
2009-11-02 19:58:31,2,11,2009,513
2009-11-02 19:58:40,2,11,2009,514
2009-11-02 20:33:26,2,11,2009,515
2009-11-02 20:33:27,2,11,2009,516
2009-11-02 20:33:29,2,11,2009,517
2009-11-02 20:33:32,2,11,2009,518
2009-11-02 20:33:42,2,11,2009,519
2009-11-02 20:33:44,2,11,2009,520
2009-11-02 20:33:45,2,11,2009,521
2009-11-02 20:33:48,2,11,2009,522
2009-11-02 20:33:49,2,11,2009,523
2009-11-03 05:30:49,3,11,2009,524
2009-11-03 05:30:50,3,11,2009,525
2009-11-03 05:30:55,3,11,2009,526
2009-11-03 05:31:22,3,11,2009,527
2009-11-03 05:31:24,3,11,2009,528
2009-11-03 05:31:25,3,11,2009,529
2009-11-03 05:31:28,3,11,2009,530
2009-11-03 05:31:45,3,11,2009,531
2009-11-03 05:31:48,3,11,2009,532
2009-11-03 05:31:49,3,11,2009,533
2009-11-03 05:31:50,3,11,2009,534
2009-11-03 05:32:04,3,11,2009,535
2009-11-03 05:32:05,3,11,2009,536
2009-11-03 05:32:06,3,11,2009,537
2009-11-03 05:32:07,3,11,2009,538
2009-11-03 05:32:08,3,11,2009,539
2009-11-03 05:32:09,3,11,2009,540
2009-11-03 05:32:27,3,11,2009,541
2009-11-03 05:32:29,3,11,2009,542
2009-11-03 05:32:40,3,11,2009,543
2009-11-03 05:32:42,3,11,2009,544
2009-11-03 05:32:44,3,11,2009,545
2009-11-03 05:32:59,3,11,2009,546
2009-11-03 05:33:00,3,11,2009,547
2009-11-03 05:33:01,3,11,2009,548
2009-11-03 05:33:02,3,11,2009,549
2009-11-03 05:33:03,3,11,2009,550
2009-11-03 05:33:05,3,11,2009,551
2009-11-03 05:33:42,3,11,2009,552
2009-11-03 05:33:45,3,11,2009,553
2009-11-03 05:33:46,3,11,2009,554
2009-11-03 05:34:00,3,11,2009,555
2009-11-03 05:34:01,3,11,2009,556
2009-11-03 05:34:02,3,11,2009,557
2009-11-03 05:34:03,3,11,2009,558
2009-11-03 05:34:04,3,11,2009,559
2009-11-03 05:34:05,3,11,2009,560
2009-11-03 05:34:06,3,11,2009,561
2009-11-03 05:34:08,3,11,2009,562
2009-11-03 05:34:21,3,11,2009,563
2009-11-03 05:34:22,3,11,2009,564
2009-11-03 05:34:23,3,11,2009,565
2009-11-03 05:34:28,3,11,2009,566
2009-11-03 05:34:30,3,11,2009,567
2009-11-03 05:34:34,3,11,2009,568
2009-11-03 05:34:43,3,11,2009,569
2009-11-03 05:35:32,3,11,2009,570
2009-11-03 05:35:34,3,11,2009,571
2009-11-03 05:36:08,3,11,2009,572
2009-11-03 07:46:43,3,11,2009,573
2009-11-03 07:46:44,3,11,2009,574
2009-11-03 07:47:01,3,11,2009,575
2009-11-03 07:47:02,3,11,2009,576
2009-11-03 07:47:03,3,11,2009,577
2009-11-03 07:48:07,3,11,2009,578
2009-11-03 07:48:15,3,11,2009,579
2009-11-03 07:48:29,3,11,2009,580
2009-11-03 07:48:36,3,11,2009,581
2009-11-03 07:48:50,3,11,2009,582
2009-11-03 07:48:55,3,11,2009,583
2009-11-03 07:49:02,3,11,2009,584
2009-11-03 07:49:26,3,11,2009,585
2009-11-03 07:49:44,3,11,2009,586
2009-11-03 07:49:50,3,11,2009,587
2009-11-03 07:49:52,3,11,2009,588
2009-11-03 07:49:58,3,11,2009,589
2009-11-03 07:50:12,3,11,2009,590
2009-11-03 07:50:41,3,11,2009,591
2009-11-03 07:50:46,3,11,2009,592
2009-11-03 07:51:05,3,11,2009,593
2009-11-03 07:51:10,3,11,2009,594
2009-11-03 07:51:11,3,11,2009,595
2009-11-03 07:51:49,3,11,2009,596
2009-11-03 07:52:27,3,11,2009,597
2009-11-03 07:52:35,3,11,2009,598
2009-11-03 07:52:41,3,11,2009,599
2009-11-03 07:52:46,3,11,2009,600
2009-11-03 07:52:55,3,11,2009,601
2009-11-03 07:52:56,3,11,2009,602
2009-11-03 07:53:23,3,11,2009,603
2009-11-03 07:54:19,3,11,2009,604
2009-11-03 07:54:37,3,11,2009,605
2009-11-03 07:54:39,3,11,2009,606
2009-11-03 07:54:47,3,11,2009,607
2009-11-03 07:54:49,3,11,2009,608
2009-11-03 07:55:02,3,11,2009,609
2009-11-03 07:55:03,3,11,2009,610
2009-11-03 07:55:09,3,11,2009,611
2009-11-03 07:55:11,3,11,2009,612
2009-11-03 07:55:22,3,11,2009,613
2009-11-03 07:55:23,3,11,2009,614
2009-11-03 07:55:40,3,11,2009,615
2009-11-03 07:55:48,3,11,2009,616
2009-11-03 07:56:30,3,11,2009,617
2009-11-03 07:56:48,3,11,2009,618
2009-11-03 08:37:25,3,11,2009,619
2009-11-03 08:37:26,3,11,2009,620
2009-11-03 08:37:27,3,11,2009,621
2009-11-03 08:37:33,3,11,2009,622
2009-11-03 08:37:35,3,11,2009,623
2009-11-03 08:37:36,3,11,2009,624
2009-11-03 08:37:37,3,11,2009,625
2009-11-03 08:37:40,3,11,2009,626
2009-11-03 08:44:56,3,11,2009,627
2009-11-03 08:45:08,3,11,2009,628
2009-11-03 08:45:09,3,11,2009,629
2009-11-03 08:45:14,3,11,2009,630
2009-11-03 08:45:55,3,11,2009,631
2009-11-03 08:46:01,3,11,2009,632
2009-11-03 08:46:04,3,11,2009,633
2009-11-03 08:46:19,3,11,2009,634
